Hard
LEVEL:6
BALLOON:8,10,10,14,14,5
SCOREINIT:390
SCOREDIFF:80

#START
,
,
,
1111,
1010111010101000,
1010111010101000,
1010111010101000,
1010202022202000,
1010111010101000,
1010111010101000,
11111122,
500000000000000000000008000000000000100000100000,
1010111010101000,
1010111010101000,
1010111010101000,
1010202022202000,
1010111010101000,
1010111010101000,
1010222010101010,
500000000000000000000000000000000008000000000000,
1000100110101000,
1122,
1000100110101000,
2211,
1000100110101000,
1122,
1000100110101000,
3344,
1111,
1011101010000000,
1122,
10111000,
1111,
1011101010001010,
22011010,
30330011,//36

#GOGOSTART
1002002020000010,
12212011,
1002002020000010,
12221011,
1002002020000010,
12212011,
4444,
33333011,
1002002020000010,
12212011,
1002002020000010,
12221011,
1002002020000010,
12212011,
4444,
7008,//52

#GOGOEND
30000003,
30000003,
30033003,
500000000000000000000000000000000000000008000000,
1001001020020020,
1001001020020020,
1001001020020020,
500000000000000000000000000000000008000000000000,
7008,
7008,
9009,
8,
11221122,
100000200000100000200000500000000000000008000000,
12121212,
100000000000100000100000500000000000000008000000,
12121212,
100100100000200200200000500000000000000008000000,
9009,
8,
2211,
1011101010000000,
1122,
10111000,
2211,
1011101010001010,
22011010,
30330000,
2,
,
2,
,
2,
2,
2222,
33333011,//88

#GOGOSTART
1002002020000010,
12212011,
1002002020000010,
12221011,
1002002020000010,
12212011,
2011201120112000,
33337008,//96

#GOGOEND
1010111010101000,
1010111010101000,
1010111010101000,
1010202022202000,
1010111010101000,
1010111010101000,
11111122,
500000000000000000000000000008000000100000100000,
1010111010101000,
1010111010101000,
1010111010101000,
1010202022202000,
1010111010101000,
1010111010101000,
1010222010101010,
1001001010001000,
3003003030000000,
,
,
,
#END
